"Guid","AnnualRevenue","City","Company","Control__c","ConvertedDate","Country","CurrencyIsoCode","Description","DoNotCall","Email","EmailBouncedReason","Email_1__c","Encrypted__c","Fax","FirstName","GeocodeAccuracy","HasOptedOutOfEmail","HasOptedOutOfFax","Hello_Test__c","Industry","IsConverted","IsUnreadByOwner","Jigsaw","LastName","Latitude","LeadSource","Longitude","MD_784__c","MiddleName","MobilePhone","NumberOfEmployees","Phone","PostalCode","Rating","Rich_Text_Area_Test__c","SFSSDupeCatcher__Override_DupeCatcher__c","Salutation","State","Status","Street","Suffix","Title","Website"
13ad0c26-7b69-4143-bf04-4339315e916a,"#N/A","#N/A",Abbott Insurance,"#N/A","#N/A",USA,USD,"#N/A",false,pcotton@abbottins.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Phyllis,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Cotton,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(703) 757-1000,"#N/A","#N/A","#N/A",false,Ms,VA,Open - Not Contacted,"#N/A","#N/A",CFO,"#N/A"
13e498c6-43dd-4acc-9355-fb127c35abd5,"#N/A","#N/A",Highland Manufacturing Ltd.,"#N/A","#N/A",USA,USD,"#N/A",false,sandra_e@highland.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Sandra,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Eberhard,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(626) 440-0700,"#N/A","#N/A","#N/A",false,Ms,CA,Working - Contacted,"#N/A","#N/A","VP, Production","#N/A"
1933da33-0735-402d-ba6b-1b6488780221,"#N/A","#N/A",Greenwich Media,"#N/A","#N/A",USA,USD,"#N/A",false,norm_may@greenwich.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Norm,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",May,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(419) 289-3555,"#N/A","#N/A","#N/A",false,Mr,OH,Working - Contacted,"#N/A","#N/A","VP, Facilities","#N/A"
1c0305a3-e0bd-4e21-97ef-659039854afd,"#N/A","#N/A",Jackson Controls,"#N/A","#N/A",Taiwan,USD,"#N/A",false,jeffg@jackson.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Jeff,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Glimpse,"#N/A",Phone Inquiry,"#N/A","#N/A","#N/A","#N/A","#N/A",886-2-25474189,"#N/A","#N/A","#N/A",false,Mr,"#N/A",Open - Not Contacted,"#N/A","#N/A","SVP, Procurement","#N/A"
2021da1a-10bd-459b-859b-6ff0cb8cb076,"#N/A","#N/A",American Banking Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,bblair@abankingco.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Betty,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Bair,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(610) 265-9100,"#N/A","#N/A","#N/A",false,Ms,PA,Working - Contacted,"#N/A","#N/A","VP, Administration","#N/A"
29763b5a-419e-4d43-a31d-d88822b123c7,"#N/A","#N/A",Western Telecommunications Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,shellyb@westerntelecom.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Shelly,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Brownell,"#N/A",Partner Referral,"#N/A","#N/A","#N/A","#N/A","#N/A",(408) 326-9000,"#N/A","#N/A","#N/A",false,Ms,CA,Working - Contacted,"#N/A","#N/A","SVP, Technology","#N/A"
2a4546d2-a7ed-48ee-9467-e83f6de5d53c,"#N/A","#N/A",Emerson Transport,"#N/A","#N/A",USA,USD,"#N/A",false,violetm@emersontransport.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Violet,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Maccleod,"#N/A",Phone Inquiry,"#N/A","#N/A","#N/A","#N/A","#N/A",(770) 395-2370,"#N/A","#N/A","#N/A",false,Ms,GA,Working - Contacted,"#N/A","#N/A","VP, Finance","#N/A"
2aef9b2d-b9b6-4e87-9721-b5f053c4f071,"#N/A","#N/A",Metropolitan Health Services,"#N/A","#N/A",USA,USD,"#N/A",false,likeb@metro.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Mike,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Braund,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(410) 381-2334,"#N/A","#N/A","#N/A",false,Mr,MD,Open - Not Contacted,"#N/A","#N/A","VP, Technology","#N/A"
2e6f5f0a-6288-45f6-bae9-3677e73caef1,16867.0,Marlborough,3C Systems,"#N/A","#N/A",United States,USD,"#N/A",false,info@salesforce.com,"#N/A","#N/A","#N/A","#N/A",John,"#N/A",false,false,"#N/A",Aerospace & Defense,false,true,"#N/A",Gardner,"#N/A",Other,"#N/A","#N/A","#N/A","#N/A",87200,(555) 555-1212,1752,"#N/A","#N/A",false,Mr.,Massachusetts,New,1 Boston Rd,"#N/A",Exec VP,"#N/A"
2f134340-406e-4a11-a7b4-fda9e83be54b,9.0075E8,Tallahassee,Farmers Coop. of Florida,"#N/A","#N/A",USA,USD,"#N/A",false,bertha@fcof.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A",(850) 644-4300,Bertha,"#N/A",false,false,"#N/A",Agriculture,false,true,"#N/A",Boxer,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(850) 644-4200,32306,Hot,"#N/A",false,Ms.,FL,Working - Contacted,321 Westcott Building,"#N/A",Director of Vendor Relations,"#N/A"
30d9f399-ca88-402c-b68f-19f920feab57,"#N/A","#N/A",Aethna Home Products,"#N/A","#N/A",USA,USD,"#N/A",false,kakin@athenahome.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Kristen,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Akin,"#N/A",Partner Referral,"#N/A","#N/A","#N/A","#N/A","#N/A",(434) 369-3100,"#N/A","#N/A","#N/A",false,Ms,VA,Working - Contacted,"#N/A","#N/A","Director, Warehouse Mgmt","#N/A"
34267c08-b628-4487-a2de-0a6a993089c9,"#N/A","#N/A",Emerson Transport,"#N/A","#N/A",USA,USD,"#N/A",false,violetm@emersontransport.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Violet,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Maccleod,"#N/A",Phone Inquiry,"#N/A","#N/A","#N/A","#N/A","#N/A",(770) 395-2370,"#N/A","#N/A","#N/A",false,Ms,GA,Working - Contacted,"#N/A","#N/A","VP, Finance","#N/A"
3a14969f-8558-4acf-8ee8-92a11791760c,"#N/A","#N/A",Pacific Retail Group,"#N/A","#N/A",USA,USD,"#N/A",false,eluce@pacificretail.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Eugena,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Luce,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(781) 270-6500,"#N/A","#N/A","#N/A",false,Ms,MA,Closed - Not Converted,"#N/A","#N/A",CEO,"#N/A"
3a90c291-b89b-4b0b-b1c2-31ecb3abcec0,"#N/A","#N/A",Zenith Industrial Partners,"#N/A","#N/A",USA,USD,"#N/A",false,bill_dadio@zenith.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Bill,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Dadio Jr,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(614) 431-5000,"#N/A","#N/A","#N/A",false,Mr,OH,Closed - Not Converted,"#N/A","#N/A",CFO,"#N/A"
3eccce5c-9398-4ce3-b1b3-3483f2409e22,"#N/A","#N/A",Ace Iron and Steel Inc.,"#N/A","#N/A",USA,USD,"#N/A",false,carolync@aceis.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Carolyn,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Crenshaw,"#N/A",Phone Inquiry,"#N/A","#N/A","#N/A","#N/A","#N/A",(251) 679-2200,"#N/A","#N/A","#N/A",false,Ms,AL,Closed - Not Converted,"#N/A","#N/A","VP, Technology","#N/A"
472b762e-b563-4672-b4ea-7987adeb96b8,"#N/A","#N/A",Delphi Chemicals,"#N/A","#N/A",USA,USD,"#N/A",false,tom.james@delphi.chemicals.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Tom,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",James,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(952) 346-3500,"#N/A","#N/A","#N/A",false,Mr,MN,Working - Contacted,"#N/A","#N/A","SVP, Production","#N/A"
4ad12400-dcc8-4f4e-a526-843435fc0d60,"#N/A","#N/A",Cadinal Inc.,"#N/A","#N/A",USA,USD,"#N/A",false,brenda@cardinal.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Brenda,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Mcclure,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(847) 262-5000,"#N/A","#N/A","#N/A",false,Ms,IL,Working - Contacted,"#N/A","#N/A",CFO,"#N/A"
4cb58eb9-05c4-4670-97ec-9a1b831e314c,"#N/A","#N/A",Hendrickson Trading,"#N/A","#N/A",USA,USD,"#N/A",false,pam_owenby@hendricksontrading.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Pamela,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Owenby,"#N/A",Partner Referral,"#N/A","#N/A","#N/A","#N/A","#N/A",(570) 326-1571,"#N/A","#N/A","#N/A",false,Ms,PA,Closed - Not Converted,"#N/A","#N/A","SVP, Technology","#N/A"
4dd64f6c-29ff-4f13-8c39-a22de7f2297d,"#N/A","#N/A",TNR Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,ksynder@tnr.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Kathy,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Snyder,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(860) 273-0123,"#N/A","#N/A","#N/A",false,Ms,CT,Working - Contacted,"#N/A","#N/A",Regional General Manager,"#N/A"
4f4dc1ab-3e3d-470a-825a-64ed21a8aa44,"#N/A","#N/A",Pyramid Construction Inc.,"#N/A","#N/A",France,USD,"#N/A",false,pat@pyramid.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Pat,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Stumuller,"#N/A",Phone Inquiry,"#N/A","#N/A","#N/A","#N/A","#N/A",33562156600,"#N/A","#N/A","#N/A",false,Ms,"#N/A",Closed - Converted,"#N/A","#N/A","SVP, Administration and Finance","#N/A"
50ad1036-4259-4df9-a4b2-f16d5b45773c,"#N/A","#N/A",American Banking Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,bblair@abankingco.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Betty,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Bair,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(610) 265-9100,"#N/A","#N/A","#N/A",false,Ms,PA,Working - Contacted,"#N/A","#N/A","VP, Administration","#N/A"
52b92a6f-0f98-4344-b078-bdab13589dee,"#N/A","#N/A",Simplyforce,"#N/A","#N/A","#N/A",USD,"#N/A",false,"#N/A","#N/A",avanish.kumar@simplyforce.com,XXXXXXXXX,"#N/A",Avanish,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A",Kumar,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
610aa40b-a55c-49cf-8baf-b33b37999dad,"#N/A","#N/A",Western Telecommunications Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,shellyb@westerntelecom.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Shelly,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Brownell,"#N/A",Partner Referral,"#N/A","#N/A","#N/A","#N/A","#N/A",(408) 326-9000,"#N/A","#N/A","#N/A",false,Ms,CA,Working - Contacted,"#N/A","#N/A","SVP, Technology","#N/A"
61ad86ae-01fd-402c-b9a1-f9335639b9d3,"#N/A","#N/A",TNR Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,ksynder@tnr.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Kathy,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Snyder,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(860) 273-0123,"#N/A","#N/A","#N/A",false,Ms,CT,Working - Contacted,"#N/A","#N/A",Regional General Manager,"#N/A"
66363082-9166-40dc-bb79-a9b7656b849c,"#N/A","#N/A",Cadinal Inc.,"#N/A","#N/A",USA,USD,"#N/A",false,brenda@cardinal.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Brenda,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Mcclure,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(847) 262-5000,"#N/A","#N/A","#N/A",false,Ms,IL,Working - Contacted,"#N/A","#N/A",CFO,"#N/A"
66ac2bb4-a0e5-4867-bc40-b74f9a1aeb83,"#N/A","#N/A",Pacific Retail Group,"#N/A","#N/A",USA,USD,"#N/A",false,eluce@pacificretail.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Eugena,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Luce,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(781) 270-6500,"#N/A","#N/A","#N/A",false,Ms,MA,Closed - Not Converted,"#N/A","#N/A",CEO,"#N/A"
68faf515-4d4f-4e44-bfe1-c83ddd06ae9e,"#N/A","#N/A",Test,"#N/A","#N/A","#N/A",USD,"#N/A",false,"#N/A","#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,false,"#N/A",Test 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
6e1945f1-137e-400f-9cfb-ef71fe533885,"#N/A","#N/A",Western Telecommunications Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,shellyb@westerntelecom.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Shelly,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Brownell,"#N/A",Partner Referral,"#N/A","#N/A","#N/A","#N/A","#N/A",(408) 326-9000,"#N/A","#N/A","#N/A",false,Ms,CA,Working - Contacted,"#N/A","#N/A","SVP, Technology","#N/A"
70a83907-2bdd-4f53-9a7d-13d1dfd2c059,"#N/A","#N/A",Pacific Retail Group,"#N/A","#N/A",USA,USD,"#N/A",false,eluce@pacificretail.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Eugena,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Luce,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(781) 270-6500,"#N/A","#N/A","#N/A",false,Ms,MA,Closed - Not Converted,"#N/A","#N/A",CEO,"#N/A"
7a343744-2a32-4b1c-9d51-9dfbd10df14c,3.5E8,Burlington,Burlington Textiles Corp of America,"#N/A","#N/A",USA,USD,"#N/A",false,jrogers@btca.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A",(336) 222-8000,Jack,"#N/A",false,false,"#N/A",Apparel,false,true,"#N/A",Rogers,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A",9000,(336) 222-7000,27215,Warm,"#N/A",false,Mr.,NC,Closed - Converted,525 S. Lexington Ave,"#N/A","VP, Facilities","#N/A"
7d5b68b6-620e-4937-9cfb-101da4a83ab1,"#N/A","#N/A",Aethna Home Products,"#N/A","#N/A",USA,USD,"#N/A",false,kakin@athenahome.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Kristen,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Akin,"#N/A",Partner Referral,"#N/A","#N/A","#N/A","#N/A","#N/A",(434) 369-3100,"#N/A","#N/A","#N/A",false,Ms,VA,Working - Contacted,"#N/A","#N/A","Director, Warehouse Mgmt","#N/A"
802c678a-4d53-49be-9664-742f85f077fd,33147.0,New York,"MedLife, Inc.","#N/A","#N/A",United States,USD,"#N/A",false,info@salesforce.com,"#N/A","#N/A","#N/A","#N/A",Sarah,"#N/A",false,false,"#N/A",Insurance,false,true,"#N/A",Loehr,"#N/A",Employee Referral,"#N/A","#N/A","#N/A","#N/A",48500,(555) 555-1212,10010,"#N/A","#N/A",false,"#N/A",New York,Contacted,One Jones Avenue,"#N/A",System Administrator,"#N/A"
802e86f5-afb5-4745-83aa-df0170847b2c,"#N/A","#N/A",Dickenson plc,"#N/A","#N/A",USA,USD,"#N/A",false,a_young@dickenson.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Andy,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Young,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(620) 241-6200,"#N/A","#N/A","#N/A",false,Mr,KS,Closed - Converted,"#N/A","#N/A","SVP, Operations","#N/A"
831acfc5-c8de-47e9-a4b5-ba1450eecb74,"#N/A","#N/A",TNR Corp.,"#N/A","#N/A",USA,USD,"#N/A",false,ksynder@tnr.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Kathy,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Snyder,"#N/A",Purchased List,"#N/A","#N/A","#N/A","#N/A","#N/A",(860) 273-0123,"#N/A","#N/A","#N/A",false,Ms,CT,Working - Contacted,"#N/A","#N/A",Regional General Manager,"#N/A"
8778d2fa-f1fc-472b-83c1-b6b1cd79cffa,"#N/A","#N/A",Delphi Chemicals,"#N/A","#N/A",USA,USD,"#N/A",false,tom.james@delphi.chemicals.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Tom,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",James,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(952) 346-3500,"#N/A","#N/A","#N/A",false,Mr,MN,Working - Contacted,"#N/A","#N/A","SVP, Production","#N/A"
87802a65-8c10-4975-8bda-c8faef037786,"#N/A","#N/A",Test,"#N/A","#N/A","#N/A",USD,"#N/A",false,"#N/A","#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,false,"#N/A",Test 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
87b86d66-6047-495b-83a0-537d09bae2a4,"#N/A","#N/A",lead account,"#N/A","#N/A","#N/A",USD,"#N/A",false,"#N/A","#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Testjnjksncfjsdcnjksdcn,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",lead contact,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",Closed - Converted,"#N/A","#N/A","#N/A","#N/A"
8ba8d71e-207c-4a38-a2d4-5984bcc92696,"#N/A","#N/A",International Shipping Co.,"#N/A","#N/A",USA,USD,"#N/A",false,patricia_feager@is.com,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Patricia,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Feager,"#N/A",Partner Referral,"#N/A","#N/A","#N/A","#N/A","#N/A",(336) 777-1970,"#N/A","#N/A","#N/A",false,Ms,NC,Working - Contacted,"#N/A","#N/A",CEO,"#N/A"
8bb5a358-6258-4494-af3f-3d39a9f97713,"#N/A","#N/A",Cadinal Inc.,"#N/A","#N/A",USA,USD,"#N/A",false,brenda@cardinal.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Brenda,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Mcclure,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(847) 262-5000,"#N/A","#N/A","#N/A",false,Ms,IL,Working - Contacted,"#N/A","#N/A",CFO,"#N/A"
8e448ab9-073b-4d08-a8e0-b76d3f450e0b,"#N/A","#N/A",Greenwich Media,"#N/A","#N/A",USA,USD,"#N/A",false,norm_may@greenwich.net,"#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Norm,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",May,"#N/A",Web,"#N/A","#N/A","#N/A","#N/A","#N/A",(419) 289-3555,"#N/A","#N/A","#N/A",false,Mr,OH,Working - Contacted,"#N/A","#N/A","VP, Facilities","#N/A"
9764ff61-3d02-4da2-aeee-b7a60bf078d2,"#N/A","#N/A",Simply,"#N/A","#N/A","#N/A",USD,"#N/A",false,"#N/A","#N/A",avanish.kumar@simplyforce.com,"#N/A","#N/A",Test,"#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Lead Test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,Mr.,"#N/A",Closed - Converted,"#N/A","#N/A","#N/A","#N/A"
